消费账号,接口密钥名称,消费接口,消费模型,消费金额,代金券后消费金额,输入消费数,输出消费数,总消费数,消费时间,消费结果
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,143333,0,143333,2026-02-16 08:00-09:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,152526,0,152526,2026-02-16 08:00-09:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,759331,0,759331,2026-02-16 08:00-09:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,17580077,0,17580077,2026-02-16 08:00-09:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,73423,55699,129122,2026-02-16 08:00-09:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,143119,64075,207194,2026-02-16 08:00-09:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,248389,0,248389,2026-02-16 07:00-08:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,629260,0,629260,2026-02-16 07:00-08:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,11556238,0,11556238,2026-02-16 07:00-08:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,514616,0,514616,2026-02-16 07:00-08:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,579931,47415,627346,2026-02-16 07:00-08:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,803233,47236,850469,2026-02-16 07:00-08:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,100574,0,100574,2026-02-16 06:00-07:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,184313,0,184313,2026-02-16 06:00-07:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,438825,0,438825,2026-02-16 06:00-07:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,7649640,0,7649640,2026-02-16 06:00-07:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,163369,147098,310467,2026-02-16 06:00-07:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,160523,19862,180385,2026-02-16 06:00-07:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,233015,0,233015,2026-02-16 05:00-06:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,613561,0,613561,2026-02-16 05:00-06:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,3706034,0,3706034,2026-02-16 05:00-06:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,300979,0,300979,2026-02-16 05:00-06:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,167559,199854,367413,2026-02-16 05:00-06:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,174497,19464,193961,2026-02-16 05:00-06:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,513463,0,513463,2026-02-16 04:00-05:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,2638814,0,2638814,2026-02-16 04:00-05:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,5461848,0,5461848,2026-02-16 04:00-05:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,318444,0,318444,2026-02-16 04:00-05:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,848044,132887,980931,2026-02-16 04:00-05:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,377505,25871,403376,2026-02-16 04:00-05:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,97116,0,97116,2026-02-16 03:00-04:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,74459,0,74459,2026-02-16 03:00-04:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,306808,0,306808,2026-02-16 03:00-04:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,1270697,0,1270697,2026-02-16 03:00-04:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,529119,1435,530554,2026-02-16 03:00-04:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,2434373,15817,2450190,2026-02-16 03:00-04:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,147311,0,147311,2026-02-16 02:00-03:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,511938,0,511938,2026-02-16 02:00-03:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,437777,0,437777,2026-02-16 02:00-03:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,4213530,0,4213530,2026-02-16 02:00-03:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,1150603,20359,1170962,2026-02-16 02:00-03:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,66113,22743,88856,2026-02-16 02:00-03:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,292348,0,292348,2026-02-16 01:00-02:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,908012,0,908012,2026-02-16 01:00-02:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,11275517,0,11275517,2026-02-16 01:00-02:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,634890,0,634890,2026-02-16 01:00-02:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,2064520,43792,2108312,2026-02-16 01:00-02:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,102511,46623,149134,2026-02-16 01:00-02:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,257296,0,257296,2026-02-16 00:00-01:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,989794,0,989794,2026-02-16 00:00-01:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,250660,0,250660,2026-02-16 00:00-01:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,1872723,0,1872723,2026-02-16 00:00-01:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,6084154,11087,6095241,2026-02-16 00:00-01:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,20444,4801,25245,2026-02-16 00:00-01:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,73472,0,73472,2026-02-15 23:00-24:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,29964,0,29964,2026-02-15 23:00-24:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,43858,159,44017,2026-02-15 23:00-24:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,72560,0,72560,2026-02-15 22:00-23:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,44946,0,44946,2026-02-15 22:00-23:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,64275,217,64492,2026-02-15 22:00-23:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,80570,0,80570,2026-02-15 21:00-22:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,71564,0,71564,2026-02-15 21:00-22:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,62488,253,62741,2026-02-15 21:00-22:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,177899,0,177899,2026-02-15 20:00-21:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,702758,0,702758,2026-02-15 20:00-21:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,94618,0,94618,2026-02-15 20:00-21:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,70346,0,70346,2026-02-15 20:00-21:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,3645313,14088,3659401,2026-02-15 20:00-21:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,80584,287,80871,2026-02-15 20:00-21:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,85223,0,85223,2026-02-15 19:00-20:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,1018120,0,1018120,2026-02-15 19:00-20:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,222308,0,222308,2026-02-15 19:00-20:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,94190,0,94190,2026-02-15 19:00-20:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,3772458,11370,3783828,2026-02-15 19:00-20:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,68269,2901,71170,2026-02-15 19:00-20:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,497523,0,497523,2026-02-15 18:00-19:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,187410,0,187410,2026-02-15 18:00-19:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,184519,0,184519,2026-02-15 18:00-19:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,1677764,0,1677764,2026-02-15 18:00-19:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,1782639,12323,1794962,2026-02-15 18:00-19:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,200608,9113,209721,2026-02-15 18:00-19:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,25285,0,25285,2026-02-15 17:00-18:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,43805,0,43805,2026-02-15 17:00-18:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,128,307,435,2026-02-15 17:00-18:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,83143,0,83143,2026-02-15 16:00-17:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,767260,0,767260,2026-02-15 16:00-17:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,33695,0,33695,2026-02-15 16:00-17:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,2396205,5711,2401916,2026-02-15 16:00-17:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,64,83,147,2026-02-15 16:00-17:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,53952,0,53952,2026-02-15 15:00-16:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,226352,0,226352,2026-02-15 15:00-16:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,33211,0,33211,2026-02-15 15:00-16:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,580703,1661,582364,2026-02-15 15:00-16:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,64,105,169,2026-02-15 15:00-16:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,54128,0,54128,2026-02-15 14:00-15:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,934855,0,934855,2026-02-15 14:00-15:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,1694317,5533,1699850,2026-02-15 14:00-15:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,288496,0,288496,2026-02-15 13:00-14:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,491587,0,491587,2026-02-15 13:00-14:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,408598,0,408598,2026-02-15 13:00-14:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,4272400,0,4272400,2026-02-15 13:00-14:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,906534,28157,934691,2026-02-15 13:00-14:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,28592,17833,46425,2026-02-15 13:00-14:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,658197,0,658197,2026-02-15 12:00-13:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,1438758,0,1438758,2026-02-15 12:00-13:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,415834,0,415834,2026-02-15 12:00-13:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,5413848,0,5413848,2026-02-15 12:00-13:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,9665971,44531,9710502,2026-02-15 12:00-13:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,34922,17794,52716,2026-02-15 12:00-13:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,927890,0,927890,2026-02-15 11:00-12:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,2905019,0,2905019,2026-02-15 11:00-12:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,4276848,0,4276848,2026-02-15 11:00-12:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,357669,0,357669,2026-02-15 11:00-12:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,16467082,60998,16528080,2026-02-15 11:00-12:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,18549,12407,30956,2026-02-15 11:00-12:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,586033,0,586033,2026-02-15 10:00-11:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,1233598,0,1233598,2026-02-15 10:00-11:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,15456,0,15456,2026-02-15 10:00-11:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,2443072,28902,2471974,2026-02-15 10:00-11:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,32,46,78,2026-02-15 10:00-11:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,64472,0,64472,2026-02-15 09:00-10:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,49875,0,49875,2026-02-15 09:00-10:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,15335,0,15335,2026-02-15 09:00-10:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,35676,803,36479,2026-02-15 09:00-10:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,32,45,77,2026-02-15 09:00-10:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,61375,0,61375,2026-02-15 08:00-09:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,120444,0,120444,2026-02-15 08:00-09:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,52485,1489,53974,2026-02-15 08:00-09:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,16118,0,16118,2026-02-15 07:00-08:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,44022,0,44022,2026-02-15 07:00-08:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,15214,0,15214,2026-02-15 07:00-08:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,6268,351,6619,2026-02-15 07:00-08:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,32,59,91,2026-02-15 07:00-08:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,41459,0,41459,2026-02-15 06:00-07:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,64472,0,64472,2026-02-15 06:00-07:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,15093,0,15093,2026-02-15 06:00-07:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,22111,998,23109,2026-02-15 06:00-07:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,32,208,240,2026-02-15 06:00-07:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,41055,0,41055,2026-02-15 05:00-06:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,64,255,319,2026-02-15 05:00-06:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,1270611,0,1270611,2026-02-15 04:00-05:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,202908,0,202908,2026-02-15 04:00-05:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,3198625,0,3198625,2026-02-15 04:00-05:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,318684,0,318684,2026-02-15 04:00-05:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,1117378,34080,1151458,2026-02-15 04:00-05:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,42287,14231,56518,2026-02-15 04:00-05:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,289998,0,289998,2026-02-15 03:00-04:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,235377,0,235377,2026-02-15 03:00-04:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,287904,0,287904,2026-02-15 03:00-04:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,2538058,0,2538058,2026-02-15 03:00-04:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,560589,8228,568817,2026-02-15 03:00-04:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,20389,11921,32310,2026-02-15 03:00-04:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,1466930,0,1466930,2026-02-15 02:00-03:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,490670,0,490670,2026-02-15 02:00-03:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,221990,0,221990,2026-02-15 02:00-03:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,1811844,85708,1897552,2026-02-15 02:00-03:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,160,231,391,2026-02-15 02:00-03:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,3086820,0,3086820,2026-02-15 01:00-02:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,807405,0,807405,2026-02-15 01:00-02:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,494024,0,494024,2026-02-15 01:00-02:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,6510110,0,6510110,2026-02-15 01:00-02:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,5799985,194960,5994945,2026-02-15 01:00-02:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,523660,30071,553731,2026-02-15 01:00-02:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,225050,0,225050,2026-02-15 00:00-01:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,137474,0,137474,2026-02-15 00:00-01:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,44458,0,44458,2026-02-15 00:00-01:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,236677,81647,318324,2026-02-15 00:00-01:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,692,51,743,2026-02-15 00:00-01:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,1318271,0,1318271,2026-02-14 23:00-24:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,241769,0,241769,2026-02-14 23:00-24:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,2489145,219657,2708802,2026-02-14 23:00-24:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,450179,0,450179,2026-02-14 22:00-23:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,411908,0,411908,2026-02-14 22:00-23:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,3529112,11803,3540915,2026-02-14 22:00-23:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,80590,0,80590,2026-02-14 21:00-22:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,98243,0,98243,2026-02-14 21:00-22:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,168983,1230,170213,2026-02-14 21:00-22:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,381549,0,381549,2026-02-14 20:00-21:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,847862,0,847862,2026-02-14 20:00-21:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2,0.0000,0.0000,40,10,50,2026-02-14 20:00-21:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,6085032,56756,6141788,2026-02-14 20:00-21:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,2640961,0,2640961,2026-02-14 19:00-20:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,762648,0,762648,2026-02-14 19:00-20:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,187345,0,187345,2026-02-14 19:00-20:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,336260,0,336260,2026-02-14 19:00-20:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,15174429,27804,15202233,2026-02-14 19:00-20:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,4292297,3178,4295475,2026-02-14 19:00-20:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,185554,0,185554,2026-02-14 18:00-19:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,622208,0,622208,2026-02-14 18:00-19:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,3703303,0,3703303,2026-02-14 18:00-19:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,821792,0,821792,2026-02-14 18:00-19:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,3378641,5493,3384134,2026-02-14 18:00-19:00,SUCCESS
